action_times,actions,button_pressed,correct,env,path,pr_freq,prs,pseudo_rewards,questions,responses,returns,rewards,rt,score,stars,stimulus,time_elapsed,trial,trial_id,trial_index,trial_type,view_history,worker_id,assignment_id,pid
"[4478, 5929, 7291, 9350, 10137, 11431]","['down', 'down', 'down', 'up', 'up', 'up']",,,static/json/pachinko_30.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_1', '6_0']",3.0,"[10, 0]",static/json/pseudo_rewards_92.json,,,"{'2': 1, '6': 22, '1': -17}","[0, 0, -3, -9, 10, 9]","[4469, 951, 859, 1556, 283, 803]",7.0,10.0,,398634,122.0,,27.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[2530, 3093, 4139, 5051, 5714, 6660]","['up', 'down', 'down', 'down', 'up', 'down']",,,static/json/pachinko_19.json,"['0_0', '1_0', '2_0', '3_1', '4_1', '5_1', '6_1']",0.0,[],,,,"{'2': 23, '6': 36, '1': -2}","[-5, 3, 3, 3, 4, 28]","[2530, 67, 545, 420, 164, 443]",36.0,0.0,,407297,79.0,,28.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[3263, 4185, 4815, 5367, 5997, 6863]","['up', 'down', 'up', 'down', 'down', 'down']",,,static/json/pachinko_36.json,"['0_0', '1_0', '2_0', '3_0', '4_0', '5_1', '6_1']",1.0,"[30, 34, 32, 16, 16, 0]",static/json/pseudo_rewards_108.json,,,"{'2': 12, '6': 27, '1': -11}","[-3, -4, 2, 16, 0, 16]","[3253, 420, 130, 46, 124, 356]",27.0,128.0,,416308,144.0,,29.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[1170, 1945, 2767, 5410, 10788, 11948]","['down', 'down', 'up', 'down', 'up', 'down']",,,static/json/pachinko_31.json,"['0_1', '1_2', '2_2', '3_2', '4_2', '5_2', '6_2']",0.0,[],,,,"{'2': 9, '6': 23, '1': -3}","[1, 0, 6, 14, -5, 2]","[1170, 274, 326, 2151, 4888, 665]",18.0,0.0,,430585,127.0,,30.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[1520, 2780, 4186, 5356, 6290, 7224]","['down', 'up', 'up', 'up', 'up', 'up']",,,static/json/pachinko_0.json,"['0_2', '1_3', '2_2', '3_2', '4_1', '5_1', '6_0']",1.0,"[30, 27, 26, 34, 35, 0]",static/json/pseudo_rewards_0.json,,,"{'2': 23, '6': 38, '1': -1}","[1, 3, 1, -8, -1, 28]","[1511, 747, 901, 668, 432, 430]",24.0,152.0,,440058,0.0,,31.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[1074, 2356, 3436, 5090, 5945, 7115]","['down', 'down', 'down', 'up', 'down', 'up']",,,static/json/pachinko_20.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_2', '6_1']",1.0,"[36, 37, 32, 20, 13, 0]",static/json/pseudo_rewards_60.json,,,"{'2': 13, '6': 36, '1': -4}","[0, -1, 5, 12, 7, 13]","[1065, 772, 567, 1152, 351, 669]",36.0,138.0,,449293,80.0,,32.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[1388, 2737, 5808, 6607, 8013, 8891]","['down', 'up', 'up', 'down', 'down', 'up']",,,static/json/pachinko_21.json,"['0_0', '1_1', '2_0', '3_0', '4_0', '5_1', '6_0']",2.0,"[37, 41, 0]",static/json/pseudo_rewards_64.json,,,"{'2': 14, '6': 36, '1': -16}","[1, -2, -4, 0, 6, 35]","[1379, 851, 2560, 308, 904, 386]",36.0,78.0,,460418,85.0,,33.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[1742, 2573, 3957, 4969, 5532, 6263]","['up', 'up', 'up', 'up', 'down', 'up']",,,static/json/pachinko_7.json,"['0_3', '1_3', '2_2', '3_2', '4_1', '5_2', '6_1']",0.0,[],,,,"{'2': 18, '6': 31, '1': -7}","[0, 0, 8, 2, -7, 15]","[1741, 331, 879, 520, 64, 226]",18.0,0.0,,468497,31.0,,34.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[1427, 1933, 3137, 3903, 4543, 5353]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_2.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_2', '6_1']",3.0,"[28, 0]",static/json/pseudo_rewards_8.json,,,"{'2': 3, '6': 39, '1': -22}","[0, 2, 9, -5, 22, 9]","[1418, 6, 691, 263, 142, 317]",37.0,28.0,,475855,10.0,,35.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[1210, 2369, 3325, 4147, 5227, 6138]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_4.json,"['0_1', '1_2', '2_2', '3_3', '4_3', '5_3', '6_2']",1.0,"[34, 34, 36, 28, 18, 0]",static/json/pseudo_rewards_12.json,,,"{'2': 15, '6': 36, '1': -8}","[2, 0, -2, 8, 10, 18]","[1201, 646, 448, 316, 577, 403]",36.0,150.0,,484068,16.0,,36.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[1940, 4583, 5337, 6665, 7508, 9107]","['down', 'down', 'down', 'up', 'down', 'down']",,,static/json/pachinko_14.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_2', '6_2']",3.0,"[18, 0]",static/json/pseudo_rewards_44.json,,,"{'2': 10, '6': 21, '1': -2}","[0, -4, 6, 8, 0, -8]","[1931, 2145, 258, 826, 339, 1103]",2.0,18.0,,495610,58.0,,37.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[2040, 2568, 3187, 4650, 5437, 6236]","['up', 'up', 'up', 'up', 'down', 'down']",,,static/json/pachinko_38.json,"['0_2', '1_2', '2_1', '3_1', '4_0', '5_1', '6_1']",3.0,"[40, 0]",static/json/pseudo_rewards_116.json,,,"{'2': 16, '6': 31, '1': -15}","[1, -3, -7, 15, 7, 18]","[2028, 23, 124, 943, 285, 297]",31.0,40.0,,503822,154.0,,38.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[1089, 2191, 3203, 4238, 5048, 5937]","['down', 'down', 'down', 'down', 'down', 'down']",,,static/json/pachinko_24.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_3']",1.0,"[27, 31, 41, 39, 26, 0]",static/json/pseudo_rewards_72.json,,,"{'2': 16, '6': 29, '1': -3}","[2, -4, -10, 2, 13, 26]","[1080, 597, 506, 521, 311, 381]",29.0,164.0,,511709,96.0,,39.0,graph,,A2B6WQG0A9CKXQ,3X66WABAJWI3ME3T8VPDW7N6LHYG3R,29
"[11816, 14198, 17429, 20597, 24341, 29429]","['down', 'down', 'down', 'down', 'down', 'up']",,,static/json/pachinko_27.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_2']",2.0,"[33, 20, 0]",static/json/pseudo_rewards_82.json,,,"{'2': 13, '6': 33, '1': -4}","[0, 0, 1, 12, 16, 4]","[11797, 1878, 2703, 2657, 3226, 4573]",33.0,53.0,,161683,109.0,,0.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[11864, 18871, 21519, 28390, 39262, 40399]","['up', 'down', 'down', 'up', 'up', 'down']",,,static/json/pachinko_34.json,"['0_1', '1_1', '2_1', '3_2', '4_1', '5_1', '6_1']",1.0,"[36, 28, 18, 20, 0, 0]",static/json/pseudo_rewards_102.json,,,"{'2': 11, '6': 34, '1': -5}","[-2, 8, 10, -2, 20, 0]","[11850, 6470, 2117, 6348, 10346, 617]",34.0,102.0,,205220,136.0,,1.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[16146, 18169, 23033, 24041, 25545, 27057]","['up', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_33.json,"['0_1', '1_1', '2_1', '3_2', '4_2', '5_2', '6_1']",0.0,[],,,,"{'2': 15, '6': 30, '1': -9}","[2, 0, -6, 4, 17, 10]","[16145, 1508, 4353, 492, 997, 1009]",27.0,0.0,,238379,135.0,,2.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[4960, 5912, 14681, 26832, 27504, 28759]","['down', 'up', 'up', 'up', 'up', 'down']",,,static/json/pachinko_0.json,"['0_2', '1_3', '2_2', '3_2', '4_1', '5_1', '6_1']",3.0,"[26, 0]",static/json/pseudo_rewards_2.json,,,"{'2': 23, '6': 38, '1': -1}","[1, 3, 1, -8, -1, 35]","[4945, 448, 8247, 11636, 165, 740]",31.0,26.0,,271987,2.0,,3.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[69897, 70560, 71217, 72480, 75272, 76376]","['up', 'up', 'up', 'up', 'down', 'up']",,,static/json/pachinko_13.json,"['0_2', '1_2', '2_1', '3_1', '4_0', '5_1', '6_0']",0.0,[],,,,"{'2': 7, '6': 21, '1': -4}","[0, -5, -9, -8, 28, 15]","[69896, 158, 145, 760, 2286, 589]",21.0,0.0,,351203,55.0,,4.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[32509, 34188, 37820, 40628, 42668, 44172]","['down', 'down', 'up', 'down', 'up', 'down']",,,static/json/pachinko_5.json,"['0_0', '1_1', '2_1', '3_1', '4_1', '5_1', '6_1']",0.0,[],,,,"{'2': 11, '6': 31, '1': -29}","[0, 2, 2, 4, 1, 22]","[32508, 1174, 3125, 2298, 1537, 990]",31.0,0.0,,398282,23.0,,5.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[5211, 6243, 11075, 12211, 15347, 16203]","['down', 'down', 'up', 'down', 'up', 'up']",,,static/json/pachinko_23.json,"['0_0', '1_1', '2_1', '3_1', '4_1', '5_1', '6_0']",2.0,"[40, 28, 0]",static/json/pseudo_rewards_70.json,,,"{'2': 25, '6': 36, '1': -9}","[-3, -1, 6, 6, 6, 22]","[5198, 524, 4308, 622, 2618, 347]",36.0,68.0,,416842,93.0,,6.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[3453, 5997, 9845, 12405, 18965, 20277]","['up', 'up', 'up', 'up', 'down', 'down']",,,static/json/pachinko_38.json,"['0_2', '1_2', '2_1', '3_1', '4_0', '5_1', '6_1']",1.0,"[30, 33, 40, 25, 18, 0]",static/json/pseudo_rewards_114.json,,,"{'2': 16, '6': 31, '1': -15}","[1, -3, -7, 15, 7, 18]","[3440, 2017, 3328, 2042, 6030, 792]",31.0,146.0,,439530,152.0,,7.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[11185, 12585, 13993, 21457, 23336, 24369]","['down', 'down', 'up', 'up', 'up', 'up']",,,static/json/pachinko_32.json,"['0_1', '1_2', '2_2', '3_2', '4_1', '5_1', '6_0']",3.0,"[28, 0]",static/json/pseudo_rewards_98.json,,,"{'2': 1, '6': 34, '1': -12}","[0, 1, 5, -3, 23, 8]","[11171, 891, 900, 6931, 1374, 523]",34.0,28.0,,466425,130.0,,8.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[2194, 4082, 5993, 8074, 14369, 15169]","['down', 'down', 'up', 'up', 'down', 'down']",,,static/json/pachinko_10.json,"['0_1', '1_2', '2_2', '3_2', '4_1', '5_2', '6_2']",1.0,"[39, 40, 36, 36, 8, 0]",static/json/pseudo_rewards_30.json,,,"{'2': 27, '6': 39, '1': -15}","[0, -1, 4, 0, 28, 8]","[2176, 1376, 1375, 1567, 5775, 277]",39.0,159.0,,484241,40.0,,9.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[6512, 13736, 15135, 25280, 26407, 27287]","['up', 'down', 'up', 'down', 'up', 'up']",,,static/json/pachinko_29.json,"['0_3', '1_3', '2_3', '3_3', '4_3', '5_3', '6_2']",0.0,[],,,,"{'2': 7, '6': 27, '1': -37}","[-2, -6, 3, -5, 12, 25]","[6511, 6709, 892, 9635, 610, 371]",27.0,0.0,,514050,119.0,,10.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[4295, 6702, 8910, 11446, 16198, 17919]","['down', 'down', 'down', 'down', 'down', 'up']",,,static/json/pachinko_14.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_2']",1.0,"[21, 24, 18, 16, 18, 0]",static/json/pseudo_rewards_42.json,,,"{'2': 10, '6': 21, '1': -2}","[0, -4, 6, 2, -2, 18]","[4278, 1891, 1678, 2011, 4236, 1208]",20.0,97.0,,535209,56.0,,11.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[12209, 14818, 17057, 22841, 25993, 27449]","['down', 'down', 'up', 'up', 'down', 'down']",,,static/json/pachinko_31.json,"['0_1', '1_2', '2_2', '3_2', '4_1', '5_2', '6_2']",2.0,"[22, 9, 0]",static/json/pseudo_rewards_94.json,,,"{'2': 9, '6': 23, '1': -3}","[1, 0, 6, 7, 7, 2]","[12189, 2099, 1718, 5270, 2631, 940]",23.0,31.0,,565633,125.0,,12.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[9255, 11551, 20711, 21631, 24919, 25991]","['down', 'down', 'down', 'up', 'up', 'down']",,,static/json/pachinko_3.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_1', '6_1']",2.0,"[22, 24, 0]",static/json/pseudo_rewards_10.json,,,"{'2': 11, '6': 23, '1': -5}","[0, 1, -4, 2, 7, 17]","[9231, 1783, 8646, 408, 2770, 566]",23.0,46.0,,593993,13.0,,13.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[1508, 3220, 5428, 8612, 11268, 12156]","['down', 'down', 'down', 'down', 'down', 'down']",,,static/json/pachinko_6.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_3']",1.0,"[34, 33, 32, 41, 21, 0]",static/json/pseudo_rewards_18.json,,,"{'2': 12, '6': 35, '1': -1}","[1, 1, 1, -9, 20, 21]","[1495, 1199, 1682, 2673, 2144, 361]",35.0,161.0,,608937,24.0,,14.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[1815, 3431, 5042, 6823, 11295, 12183]","['down', 'down', 'down', 'down', 'down', 'down']",,,static/json/pachinko_18.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_3']",1.0,"[37, 37, 36, 22, 21, 0]",static/json/pseudo_rewards_54.json,,,"{'2': 16, '6': 37, '1': -6}","[0, 0, 1, 14, 1, 21]","[1804, 1090, 1083, 1259, 3950, 371]",37.0,153.0,,623225,72.0,,15.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[8949, 10597, 11557, 14413, 15861, 16925]","['down', 'up', 'down', 'down', 'down', 'up']",,,static/json/pachinko_28.json,"['0_1', '1_2', '2_1', '3_2', '4_2', '5_3', '6_2']",3.0,"[25, 0]",static/json/pseudo_rewards_86.json,,,"{'2': 9, '6': 33, '1': -3}","[0, 8, 0, 2, 1, 22]","[8933, 1130, 457, 2336, 943, 557]",33.0,25.0,,642432,114.0,,16.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[1963, 3458, 8554, 10682, 13009, 13754]","['up', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_30.json,"['0_0', '1_0', '2_0', '3_1', '4_1', '5_1', '6_0']",1.0,"[23, 23, 16, 19, 9, 0]",static/json/pseudo_rewards_90.json,,,"{'2': 1, '6': 22, '1': -17}","[-1, 0, 7, -3, 10, 9]","[1943, 984, 4574, 1600, 1799, 229]",22.0,90.0,,659873,120.0,,17.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[18323, 21059, 21906, 23306, 28474, 30602]","['up', 'up', 'up', 'down', 'down', 'down']",,,static/json/pachinko_37.json,"['0_2', '1_2', '2_1', '3_1', '4_1', '5_2', '6_2']",0.0,[],,,,"{'2': 10, '6': 21, '1': -14}","[0, 0, 0, 19, -3, 5]","[18322, 2229, 342, 893, 4659, 1619]",21.0,0.0,,694368,151.0,,18.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[15875, 16906, 19218, 37931, 41034, 42306]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_4.json,"['0_1', '1_2', '2_2', '3_3', '4_3', '5_3', '6_2']",3.0,"[36, 0]",static/json/pseudo_rewards_14.json,,,"{'2': 15, '6': 36, '1': -8}","[2, 0, -2, 8, 10, 18]","[15856, 518, 1799, 18186, 2590, 760]",36.0,36.0,,739048,18.0,,19.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[1552, 2919, 7223, 8799, 15231, 16663]","['down', 'down', 'down', 'down', 'down', 'up']",,,static/json/pachinko_22.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_2']",1.0,"[30, 31, 34, 25, 20, 0]",static/json/pseudo_rewards_66.json,,,"{'2': 10, '6': 30, '1': -10}","[0, -1, -3, 9, 5, 20]","[1528, 846, 3777, 1053, 5916, 914]",30.0,140.0,,758696,88.0,,20.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[1515, 12380, 14019, 21763, 24147, 25051]","['down', 'down', 'down', 'down', 'down', 'down']",,,static/json/pachinko_2.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_3']",1.0,"[39, 37, 28, 33, 16, 0]",static/json/pseudo_rewards_6.json,,,"{'2': 3, '6': 39, '1': -22}","[0, 2, 9, -5, 17, 16]","[1506, 10347, 1118, 7225, 1857, 379]",39.0,153.0,,786064,8.0,,21.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[10435, 11330, 19170, 20442, 21970, 23106]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_11.json,"['0_1', '1_2', '2_2', '3_3', '4_3', '5_3', '6_2']",2.0,"[30, 27, 0]",static/json/pseudo_rewards_34.json,,,"{'2': 7, '6': 30, '1': -21}","[1, -1, 9, -6, 2, 25]","[10412, 379, 7326, 753, 1005, 631]",30.0,57.0,,811440,45.0,,22.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[14461, 15221, 16245, 23438, 24661, 26012]","['up', 'up', 'up', 'down', 'down', 'down']",,,static/json/pachinko_8.json,"['0_2', '1_2', '2_1', '3_1', '4_1', '5_2', '6_2']",3.0,"[25, 0]",static/json/pseudo_rewards_26.json,,,"{'2': 8, '6': 26, '1': -20}","[-1, 1, 1, -4, 20, 9]","[14451, 253, 504, 6677, 706, 841]",26.0,25.0,,841256,34.0,,23.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[7975, 10447, 14839, 16575, 18711, 20063]","['down', 'down', 'down', 'up', 'up', 'down']",,,static/json/pachinko_35.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_1', '6_1']",2.0,"[23, 12, 0]",static/json/pseudo_rewards_106.json,,,"{'2': 14, '6': 29, '1': -8}","[0, 6, 7, 4, 9, 3]","[7959, 1967, 3864, 1227, 1620, 847]",29.0,35.0,,864264,141.0,,24.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[11004, 12020, 18979, 20708, 23612, 25404]","['down', 'down', 'up', 'down', 'down', 'up']",,,static/json/pachinko_25.json,"['0_0', '1_1', '2_1', '3_1', '4_1', '5_2', '6_1']",0.0,[],,,,"{'2': 10, '6': 26, '1': -1}","[0, 6, 5, -2, -6, 23]","[11003, 509, 6452, 1212, 2396, 1287]",26.0,0.0,,892039,103.0,,25.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[1775, 3158, 4591, 6270, 7327, 8935]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_26.json,"['0_1', '1_2', '2_2', '3_3', '4_3', '5_3', '6_2']",1.0,"[28, 28, 28, 31, 7, 0]",static/json/pseudo_rewards_78.json,,,"{'2': 4, '6': 28, '1': -8}","[0, 0, 0, -3, 24, 7]","[1756, 859, 904, 1161, 539, 1084]",28.0,122.0,,903207,104.0,,26.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[5424, 6591, 11743, 12943, 15727, 16695]","['down', 'up', 'up', 'down', 'up', 'up']",,,static/json/pachinko_39.json,"['0_2', '1_3', '2_2', '3_2', '4_2', '5_2', '6_1']",2.0,"[35, 37, 0]",static/json/pseudo_rewards_118.json,,,"{'2': 17, '6': 36, '1': -5}","[-2, 3, 0, -2, 10, 27]","[5398, 652, 4629, 687, 2262, 455]",36.0,72.0,,922647,157.0,,27.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[6730, 10851, 18290, 19114, 21402, 22226]","['up', 'up', 'up', 'up', 'down', 'down']",,,static/json/pachinko_1.json,"['0_3', '1_3', '2_2', '3_2', '4_1', '5_2', '6_2']",0.0,[],,,,"{'2': 10, '6': 24, '1': -12}","[4, -1, 4, -2, 9, 10]","[6729, 3613, 6938, 309, 1779, 319]",24.0,0.0,,948071,7.0,,28.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[8510, 10005, 11325, 13581, 23053, 23901]","['up', 'down', 'up', 'down', 'down', 'down']",,,static/json/pachinko_36.json,"['0_0', '1_0', '2_0', '3_0', '4_0', '5_1', '6_1']",3.0,"[32, 0]",static/json/pseudo_rewards_110.json,,,"{'2': 12, '6': 27, '1': -11}","[-3, -4, 2, 16, 0, 16]","[8497, 978, 813, 1746, 8956, 334]",27.0,32.0,,974607,146.0,,29.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[17294, 18734, 21374, 25110, 26630, 27910]","['down', 'down', 'up', 'up', 'down', 'up']",,,static/json/pachinko_21.json,"['0_0', '1_1', '2_1', '3_1', '4_0', '5_1', '6_0']",0.0,[],,,,"{'2': 14, '6': 36, '1': -16}","[1, 1, 2, -19, 6, 35]","[17293, 935, 2124, 3227, 1011, 774]",26.0,0.0,,1004743,87.0,,30.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[8573, 9301, 10165, 15101, 15830, 16605]","['down', 'down', 'down', 'down', 'up', 'down']",,,static/json/pachinko_16.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_2', '6_2']",3.0,"[31, 0]",static/json/pseudo_rewards_50.json,,,"{'2': 23, '6': 37, '1': -1}","[-2, 2, 6, -2, 23, 10]","[8558, 219, 349, 4390, 211, 270]",37.0,31.0,,1023734,66.0,,31.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[11505, 14369, 16009, 17297, 20441, 21617]","['down', 'up', 'down', 'down', 'down', 'up']",,,static/json/pachinko_17.json,"['0_1', '1_2', '2_1', '3_2', '4_2', '5_3', '6_2']",0.0,[],,,,"{'2': 9, '6': 28, '1': -8}","[-1, 2, 3, 2, 18, 4]","[11502, 2345, 1135, 772, 2635, 656]",28.0,0.0,,1047718,71.0,,32.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[6679, 7567, 9694, 11086, 13319, 14063]","['down', 'up', 'down', 'down', 'up', 'down']",,,static/json/pachinko_19.json,"['0_0', '1_1', '2_0', '3_1', '4_1', '5_1', '6_1']",2.0,"[38, 32, 0]",static/json/pseudo_rewards_58.json,,,"{'2': 23, '6': 36, '1': -2}","[0, -2, 3, 3, 4, 28]","[6660, 372, 1608, 873, 1713, 231]",36.0,70.0,,1064118,77.0,,33.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[18310, 19149, 19797, 20629, 21238, 21797]","['down', 'down', 'down', 'down', 'down', 'down']",,,static/json/pachinko_24.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_3']",3.0,"[41, 0]",static/json/pseudo_rewards_74.json,,,"{'2': 16, '6': 29, '1': -3}","[2, -4, -10, 2, 13, 26]","[18292, 321, 137, 307, 89, 51]",29.0,41.0,,1087630,98.0,,34.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[25943, 26615, 27191, 27799, 29135, 31679]","['down', 'down', 'down', 'down', 'up', 'down']",,,static/json/pachinko_9.json,"['0_1', '1_2', '2_2', '3_3', '4_3', '5_3', '6_3']",0.0,[],,,,"{'2': 3, '6': 27, '1': -15}","[-1, 0, 0, 10, 17, 1]","[25942, 167, 59, 102, 819, 2031]",27.0,0.0,,1121670,39.0,,35.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[3361, 11089, 12073, 21161, 22098, 22873]","['down', 'down', 'down', 'up', 'down', 'up']",,,static/json/pachinko_20.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_2', '6_1']",3.0,"[32, 0]",static/json/pseudo_rewards_62.json,,,"{'2': 13, '6': 36, '1': -4}","[0, -1, 5, 12, 7, 13]","[3342, 7232, 479, 8573, 416, 259]",36.0,32.0,,1146950,82.0,,36.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[3872, 4759, 12104, 13343, 14399, 16231]","['up', 'up', 'up', 'up', 'down', 'down']",,,static/json/pachinko_15.json,"['0_2', '1_2', '2_1', '3_1', '4_0', '5_1', '6_1']",2.0,"[31, 23, 0]",static/json/pseudo_rewards_46.json,,,"{'2': 8, '6': 35, '1': -4}","[1, -2, 0, 8, 4, 19]","[3858, 370, 6823, 734, 532, 1322]",30.0,54.0,,1166646,61.0,,37.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
"[4495, 5087, 5871, 10063, 10911, 11775]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_12.json,"['0_1', '1_2', '2_2', '3_3', '4_3', '5_3', '6_2']",3.0,"[37, 0]",static/json/pseudo_rewards_38.json,,,"{'2': 18, '6': 34, '1': -3}","[0, -2, -1, 4, 13, 20]","[4486, 73, 275, 3674, 330, 359]",34.0,37.0,,1180790,50.0,,38.0,graph,,A2CF2BD4Q0ZDJN,3300DTYQT2HX91D40BBL9CV5IS4EQG,30
